product_handle,title,description,price,images
athletic-essentials-applique-loose-zip-track-top-enamel-green,Athletic Essentials Applique Loose Zip Track Top,"Oversized fit – exaggerated and super relaxed, let your style Zip through Contrast stitched stripes down the arms Two external side pockets Ribbed cuffs and sleeves Lightly brushed lining Superdry contrast applique text across the front Level up your wardrobe this season with our vintage-inspired Athletic Essentials Applique Loose Zip Track Top. Throw it on over your everyday basics for a more elevated, effortlessly cool look. The oversized fit creates an urban feel whilst the soft, lightly brushed lining takes it to a whole other level of comfort.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",99.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666512568.jpg?v=1755478040"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666512566.jpg?v=1755478040"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666512558.jpg?v=1755478040"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666512564.jpg?v=1755478040"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666512560.jpg?v=1755478040"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666512562.jpg?v=1755478040""]"
slub-embroidered-v-neck-t-shirt-hemlock-green,Slub Embroidered V-Neck T-Shirt,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size V-Neck Short sleeves with unfinished hems Embroidered logo Back seam Signature Superdry logo badge Dress your best in your casualwear this season with our Studios Slub Embroidered V-Neck T-Shirt. Simple and stylish, keeping your essentials elevated. This T-shirt is easy to pair with jeans or shorts to suit any occasion.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",29.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666677823.jpg?v=1755478042"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666677821.jpg?v=1755478042"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666677813.jpg?v=1755478043"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666677819.jpg?v=1755478042"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666677815.jpg?v=1755478042"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666677817.jpg?v=1755478042""]"
essential-logo-fitted-t-shirt-bison-black,Essential Logo Fitted T-Shirt,"Slim fit – designed to fit closer to the body for a more tailored look Ribbed crew neck collar Embroidered Superdry logo on chest Signature Superdry tab A Superdry staple, the Essential Logo fitted T-Shirt brings vintage style into your day-to-day wear. Simplistically stylish and channelling a subtle 90s vibe, it's an essential part of casualwear and makes for a classic look with jeans and trainers.Care Instructions:Cotton 100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",29.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666550395.jpg?v=1755478044"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666550393.jpg?v=1755478044"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666550389.jpg?v=1755478044"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666550391.jpg?v=1755478045"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540565.jpg?v=1755478044"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540567.jpg?v=1755478044""]"
cargo-shorts-outline-camo,Cargo Shorts,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Zip and popper fastening Drawcord waist Belt loops Drawcord cuffs Two waist pockets Two side pockets Two back pockets with popper fastening Superdry branding patch Inspired by our Cargo Pants, we have taken that authentic design to bring you a distinctive option for the warmer weather. The Cargo Shorts are an iconic way to elevate your look and bring a vintage style to your casualwear. Whatever the occasion, whatever these shorts are paired with, you are the statement.Care Instructions:100% Material: Cotton 100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",69.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666625005.jpg?v=1755478046"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666624993.jpg?v=1755478045"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666624991.jpg?v=1755478045"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666625003.jpg?v=1755478046"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666625001.jpg?v=1755478045"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666624995.jpg?v=1755478045"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666624997.jpg?v=1755478046"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666624999.jpg?v=1755478046""]"
chino-hot-shorts-eclipse-navy,Chino Hot Shorts,"Slim fit – designed to fit closer to the body for a more tailored look Belt loops Button and zip fastening Two waist pockets Two back pockets Vintage Superdry logo patch The Chino Hot Shorts are a classic staple to embrace retro vibes. This summer wardrobe addition is perfect to maintain your authentic style and become an icon wherever you go.Care Instructions:100% Material: Elastane 2%, Cotton 98% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",59.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562125.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562113.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562111.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562123.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562121.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562115.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562117.jpg?v=1755478047"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562119.jpg?v=1755478047""]"
linen-low-rise-pants-light-stone-beige,Linen Low Rise Pants,"Wide Fit. Some call it baggy, some call it anti-fit, and others go with relaxed. It’s a cut that’s more generous. From seat right through to ankle, there’s just more room to move. Low rise Drawstring elasticated waist Button and zip fastening Belt loops 4 pocket design Metal Superdry tab Our Linen Low Rise Pants are a relaxed staple that's effortlessly cool. With a drawstring elasticated waist and straight leg design, this figure-flattering statement brings a bohemian touch to your authentic style, keeping your wardrobe fresh and elevated. For a summer evening or a beach stroll, these linen pants are the perfect companion.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",99.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561797.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561785.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561783.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561795.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561793.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561787.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561789.jpg?v=1755478048"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666561791.jpg?v=1755478048""]"
chino-hot-shorts-neon-red,Chino Hot Shorts,Slim fit – designed to fit closer to the body for a more tailored look Belt loops Button and zip fastening Two waist pockets Two back pockets Vintage Superdry logo patch The Chino Hot Shorts are a classic staple to embrace retro vibes. This summer wardrobe addition is perfect to maintain your authentic style and become an icon wherever you go.,59.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562071.jpg?v=1755478049"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562059.jpg?v=1755478050"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562057.jpg?v=1755478050"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562069.jpg?v=1755478049"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562061.jpg?v=1755478049"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562063.jpg?v=1755478050"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562067.jpg?v=1755478049"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562065.jpg?v=1755478049""]"
printed-button-up-cami-midi-dress-pink-animal-print,Printed Button-Up Cami Midi Dress,"Slim fit – designed to fit closer to the body for a more tailored look Midi length Adjustable spaghetti straps Scoop neck Button fastening Two split side seams Metal Superdry tab Elevate your look with our Printed Button-Up Cami Midi Dress. We've crafted this dress to bring you a refined statement piece, so you can take your sunny outfits to a new level. Intricate patterns and a simplistic cut create a contemporary silhouette that taps into an artisan design, making this dress an ideal choice whether you're keeping it cool on the beach or getting ready for a night of cocktails.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",69.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555543.jpg?v=1755478051"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555531.jpg?v=1755478051"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555533.jpg?v=1755478051"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555541.jpg?v=1755478051"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555539.jpg?v=1755478051"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555535.jpg?v=1755478051"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666555537.jpg?v=1755478051""]"
chino-hot-shorts-oatmeal,Chino Hot Shorts,"Slim fit – designed to fit closer to the body for a more tailored look Belt loops Button and zip fastening Two waist pockets Two back pockets Vintage Superdry logo patch The Chino Hot Shorts are a classic staple to embrace retro vibes. This summer wardrobe addition is perfect to maintain your authentic style and become an icon wherever you go.Care Instructions:100% Material: Elastane 2%, Cotton 98% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",59.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562039.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562027.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562025.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562037.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562035.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562029.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562031.jpg?v=1755478052"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562033.jpg?v=1755478052""]"
printed-button-up-cami-midi-dress-rose-ditsy-print,Printed Button-Up Cami Midi Dress,"Slim fit – designed to fit closer to the body for a more tailored look Midi length Adjustable spaghetti straps Scoop neck Button fastening Two split side seams Metal Superdry tab Elevate your look with our Printed Button-Up Cami Midi Dress. We've crafted this dress to bring you a refined statement piece, so you can take your sunny outfits to a new level. Intricate patterns and a simplistic cut create a contemporary silhouette that taps into an artisan design, making this dress an ideal choice whether you're keeping it cool on the beach or getting ready for a night of cocktails.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",69.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666529860.jpg?v=1755478053"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666529858.jpg?v=1755478053"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666529850.jpg?v=1755478054"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666529856.jpg?v=1755478054"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666529852.jpg?v=1755478053"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666529854.jpg?v=1755478053""]"
low-rise-straight-cargo-pants-asphalt-grey,Low Rise Straight Cargo Pants,"Straight Fit. Classic for a reason – the original fit that gives you extra room throughout without being baggy or too loose fitting. About as authentic as you get. Low rise Button and zip fastening and adjustable cords Seven external pockets Cuffs with adjustable cords Signature contrast tabs on the side pocket Essential and elevated, our utility inspired Low Rise Straight Cargo Pants are the much-needed switch-up your wardrobe has been calling out for. The adjustable waist and cuffs create the perfect opportunity to style the cargos however you want and to suit you and your body for the ultimate comfort and fit. Care Instructions:2%, Cotton 98% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",99.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666571050.jpg?v=1755478055"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666571048.jpg?v=1755478055"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666571046.jpg?v=1755478055"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666571042.jpg?v=1755478054"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666571040.jpg?v=1755478054"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666571044.jpg?v=1755478055""]"
chino-hot-shorts-optic-coral-paradise,Chino Hot Shorts,"Slim fit – designed to fit closer to the body for a more tailored look Belt loops Button and zip fastening Two waist pockets Two back pockets Vintage Superdry logo patch The Chino Hot Shorts are a classic staple to embrace retro vibes. This summer wardrobe addition is perfect to maintain your authentic style and become an icon wherever you go.Care Instructions:100% Material: Elastane 2%, Cotton 98% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",59.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562055.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562043.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562041.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562053.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562051.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562047.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562045.jpg?v=1755478056"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562049.jpg?v=1755478056""]"
